"zip"	"district"	"state"
"z17859"	"d11"	"PA"
"z17860"	"d11"	"PA"
"z17861"	"d10"	"PA"
"z17862"	"d10"	"PA"
"z17864"	"d10"	"PA"
"z17865"	"d10"	"PA"
"z17866"	"d11"	"PA"
"z17867"	"d11"	"PA"
"z17868"	"d11"	"PA"
"z17870"	"d10"	"PA"
"z17872"	"d11"	"PA"
"z17876"	"d10"	"PA"
"z17877"	NA	"PA"
"z17878"	"d11"	"PA"
"z17880"	"d10"	"PA"
"z17881"	"d11"	"PA"
"z17882"	NA	"PA"
"z17883"	NA	"PA"
"z17884"	"d11"	"PA"
"z17885"	"d10"	"PA"
"z17886"	"d10"	"PA"
"z17887"	"d10"	"PA"
"z17888"	"d11"	"PA"
"z17889"	"d10"	"PA"
"z17901"	"d17"	"PA"
"z17920"	"d11"	"PA"
"z17921"	["d11","d17"]	"PA"
"z17922"	"d17"	"PA"
"z17923"	"d17"	"PA"
"z17925"	"d17"	"PA"
"z17929"	"d17"	"PA"
"z17930"	"d17"	"PA"
"z17931"	"d17"	"PA"
"z17932"	NA	"PA"
"z17933"	"d17"	"PA"
"z17934"	"d17"	"PA"
"z17935"	"d17"	"PA"
"z17936"	"d17"	"PA"
"z17938"	"d17"	"PA"
"z17941"	["d11","d17"]	"PA"
"z17942"	NA	"PA"
"z17943"	"d17"	"PA"
"z17944"	"d17"	"PA"
"z17945"	["d11","d17"]	"PA"
"z17946"	"d17"	"PA"
"z17948"	"d17"	"PA"
"z17949"	"d17"	"PA"
"z17951"	"d17"	"PA"
"z17952"	"d17"	"PA"
"z17953"	"d17"	"PA"
"z17954"	"d17"	"PA"
"z17957"	"d17"	"PA"
"z17959"	"d17"	"PA"
"z17960"	"d17"	"PA"
"z17961"	"d17"	"PA"
"z17963"	["d15","d17"]	"PA"
"z17964"	["d11","d17"]	"PA"
"z17965"	"d17"	"PA"
"z17966"	NA	"PA"
"z17967"	"d17"	"PA"
"z17968"	"d17"	"PA"
"z17970"	"d17"	"PA"
"z17972"	"d17"	"PA"
"z17974"	"d17"	"PA"
"z17976"	"d17"	"PA"
"z17978"	"d17"	"PA"
"z17979"	"d17"	"PA"
"z17980"	["d11","d17"]	"PA"
"z17981"	"d17"	"PA"
"z17982"	"d17"	"PA"
"z17983"	"d17"	"PA"
"z17985"	["d11","d17"]	"PA"
"z18001"	NA	"PA"
"z18002"	NA	"PA"
"z18003"	NA	"PA"
"z18010"	NA	"PA"
"z18011"	["d6","d15"]	"PA"
"z18012"	NA	"PA"
"z18013"	"d17"	"PA"
"z18014"	"d15"	"PA"
"z18015"	["d15","d17"]	"PA"
"z18016"	"d15"	"PA"
"z18017"	["d15","d17"]	"PA"
"z18018"	"d15"	"PA"
"z18020"	["d15","d17"]	"PA"
"z18025"	NA	"PA"
"z18030"	"d17"	"PA"
"z18031"	"d15"	"PA"
"z18032"	"d15"	"PA"
"z18034"	"d15"	"PA"
"z18035"	"d15"	"PA"
"z18036"	["d8","d15"]	"PA"
"z18037"	"d15"	"PA"
"z18038"	"d15"	"PA"
"z18039"	NA	"PA"
"z18040"	["d15","d17"]	"PA"
"z18041"	["d6","d8","d15"]	"PA"
"z18042"	["d15","d17"]	"PA"
"z18043"	NA	"PA"
"z18044"	NA	"PA"
"z18045"	["d15","d17"]	"PA"
"z18046"	"d15"	"PA"
"z18049"	"d15"	"PA"
"z18050"	NA	"PA"
"z18051"	"d15"	"PA"
"z18052"	"d15"	"PA"
"z18053"	"d15"	"PA"
"z18054"	["d6","d8"]	"PA"
"z18055"	["d8","d15"]	"PA"
"z18056"	"d6"	"PA"
"z18058"	"d17"	"PA"
"z18059"	"d15"	"PA"
"z18060"	NA	"PA"
"z18062"	["d6","d15"]	"PA"
"z18063"	"d17"	"PA"
"z18064"	["d15","d17"]	"PA"
"z18065"	NA	"PA"
"z18066"	"d15"	"PA"
"z18067"	"d15"	"PA"
"z18068"	"d15"	"PA"
"z18069"	"d15"	"PA"
"z18070"	"d6"	"PA"
"z18071"	"d17"	"PA"
"z18072"	["d15","d17"]	"PA"
"z18073"	["d6","d8"]	"PA"
"z18074"	["d6","d8"]	"PA"
"z18076"	["d6","d8"]	"PA"
"z18077"	["d8","d15"]	"PA"
"z18078"	"d15"	"PA"
"z18079"	"d15"	"PA"
"z18080"	"d15"	"PA"
"z18081"	"d8"	"PA"
"z18083"	"d17"	"PA"
"z18084"	NA	"PA"
"z18085"	"d17"	"PA"
"z18086"	"d15"	"PA"
"z18087"	"d15"	"PA"
"z18088"	"d15"	"PA"
"z18091"	["d15","d17"]	"PA"
"z18092"	["d6","d15"]	"PA"
"z18098"	NA	"PA"
"z18099"	NA	"PA"
"z18101"	"d15"	"PA"
"z18102"	"d15"	"PA"
"z18103"	"d15"	"PA"
"z18104"	"d15"	"PA"
"z18105"	"d15"	"PA"
"z18106"	"d15"	"PA"
"z18109"	"d15"	"PA"
"z18175"	NA	"PA"
"z18195"	"d15"	"PA"
"z18201"	["d11","d17"]	"PA"
"z18202"	["d11","d17"]	"PA"
"z18210"	["d11","d17"]	"PA"
"z18211"	"d17"	"PA"
"z18212"	"d17"	"PA"
"z18214"	"d17"	"PA"
"z18216"	"d11"	"PA"
"z18218"	"d17"	"PA"
"z18219"	"d11"	"PA"
"z18220"	"d17"	"PA"
"z18221"	"d11"	"PA"
"z18222"	"d11"	"PA"
"z18223"	"d11"	"PA"
"z18224"	"d11"	"PA"
"z18225"	"d11"	"PA"
"z18229"	["d11","d17"]	"PA"
"z18230"	"d11"	"PA"
"z18231"	"d17"	"PA"
"z18232"	"d17"	"PA"
"z18234"	"d11"	"PA"
"z18235"	["d11","d17"]	"PA"
"z18237"	["d11","d17"]	"PA"
"z18239"	"d11"	"PA"
"z18240"	"d17"	"PA"
"z18241"	["d11","d17"]	"PA"
"z18242"	"d17"	"PA"
"z18244"	["d11","d17"]	"PA"
"z18245"	"d17"	"PA"
"z18246"	"d11"	"PA"
"z18247"	NA	"PA"
"z18248"	"d17"	"PA"
"z18249"	"d11"	"PA"
"z18250"	"d17"	"PA"
"z18251"	"d11"	"PA"
"z18252"	"d17"	"PA"
"z18254"	"d11"	"PA"
"z18255"	"d11"	"PA"
"z18256"	"d11"	"PA"
"z18301"	["d10","d17"]	"PA"
"z18302"	["d10","d17"]	"PA"
"z18320"	NA	"PA"
"z18321"	["d10","d17"]	"PA"
"z18322"	"d17"	"PA"
"z18323"	"d10"	"PA"
"z18324"	["d10","d17"]	"PA"
"z18325"	"d10"	"PA"
"z18326"	["d10","d17"]	"PA"
"z18327"	"d17"	"PA"
"z18328"	"d10"	"PA"
"z18330"	"d17"	"PA"
"z18331"	"d17"	"PA"
"z18332"	"d10"	"PA"
"z18333"	"d17"	"PA"
"z18334"	"d17"	"PA"
"z18335"	"d17"	"PA"
"z18336"	"d10"	"PA"
"z18337"	"d10"	"PA"
"z18340"	"d10"	"PA"
"z18341"	NA	"PA"
"z18342"	"d10"	"PA"
"z18343"	"d17"	"PA"
"z18344"	["d10","d17"]	"PA"
"z18346"	["d10","d17"]	"PA"
"z18347"	"d17"	"PA"
"z18348"	NA	"PA"
"z18349"	"d10"	"PA"
"z18350"	"d17"	"PA"
"z18351"	"d17"	"PA"
"z18352"	"d10"	"PA"
"z18353"	["d10","d17"]	"PA"
"z18354"	"d17"	"PA"
"z18355"	["d10","d17"]	"PA"
"z18356"	"d17"	"PA"
"z18357"	"d10"	"PA"
"z18360"	["d10","d17"]	"PA"
"z18370"	"d10"	"PA"
"z18371"	"d10"	"PA"
"z18372"	"d10"	"PA"
"z18373"	NA	"PA"
"z18403"	["d10","d17"]	"PA"
"z18405"	"d10"	"PA"
"z18407"	["d10","d17"]	"PA"
"z18410"	NA	"PA"
"z18411"	["d10","d17"]	"PA"
"z18413"	"d10"	"PA"
"z18414"	["d10","d11"]	"PA"
"z18415"	"d10"	"PA"
"z18416"	NA	"PA"
"z18417"	"d10"	"PA"
"z18419"	["d10","d11"]	"PA"
"z18420"	"d10"	"PA"
"z18421"	"d10"	"PA"
"z18424"	["d10","d11","d17"]	"PA"
"z18425"	"d10"	"PA"
"z18426"	"d10"	"PA"
"z18427"	"d10"	"PA"
"z18428"	"d10"	"PA"
"z18430"	"d10"	"PA"
"z18431"	"d10"	"PA"
"z18433"	["d10","d17"]	"PA"
"z18434"	["d10","d17"]	"PA"
"z18435"	"d10"	"PA"
"z18436"	"d10"	"PA"
"z18437"	"d10"	"PA"
"z18438"	"d10"	"PA"
"z18439"	"d10"	"PA"
"z18440"	NA	"PA"
"z18441"	"d10"	"PA"
"z18443"	"d10"	"PA"
"z18444"	["d10","d17"]	"PA"
"z18445"	"d10"	"PA"
"z18446"	["d10","d11"]	"PA"
"z18447"	["d10","d17"]	"PA"
"z18448"	NA	"PA"
"z18449"	NA	"PA"
"z18451"	"d10"	"PA"
"z18452"	"d17"	"PA"
"z18453"	"d10"	"PA"
"z18454"	"d10"	"PA"
"z18455"	"d10"	"PA"
"z18456"	"d10"	"PA"
"z18457"	"d10"	"PA"
"z18458"	"d10"	"PA"
"z18459"	"d10"	"PA"
"z18460"	"d10"	"PA"
"z18461"	"d10"	"PA"
"z18462"	"d10"	"PA"
"z18463"	"d10"	"PA"
"z18464"	"d10"	"PA"
"z18465"	"d10"	"PA"
"z18466"	"d17"	"PA"
"z18469"	"d10"	"PA"
"z18470"	"d10"	"PA"
"z18471"	"d10"	"PA"
"z18472"	"d10"	"PA"
"z18473"	"d10"	"PA"
"z18501"	NA	"PA"
"z18502"	NA	"PA"
"z18503"	"d17"	"PA"
"z18504"	["d10","d17"]	"PA"
"z18505"	"d17"	"PA"
"z18507"	"d17"	"PA"
"z18508"	"d17"	"PA"
"z18509"	"d17"	"PA"
"z18510"	"d17"	"PA"
"z18512"	["d10","d17"]	"PA"
"z18514"	NA	"PA"
"z18515"	NA	"PA"
"z18517"	"d17"	"PA"
"z18518"	"d17"	"PA"
"z18519"	"d17"	"PA"
"z18522"	NA	"PA"
"z18540"	NA	"PA"
"z18577"	NA	"PA"
"z18601"	NA	"PA"
"z18602"	"d11"	"PA"
"z18603"	"d11"	"PA"
"z18610"	["d11","d17"]	"PA"
"z18611"	NA	"PA"
"z18612"	"d11"	"PA"
"z18614"	["d10","d11"]	"PA"
"z18615"	["d10","d11"]	"PA"
"z18616"	"d10"	"PA"
"z18617"	"d11"	"PA"
"z18618"	"d11"	"PA"
"z18619"	"d10"	"PA"
"z18621"	"d11"	"PA"
"z18622"	"d11"	"PA"
"z18623"	["d10","d11"]	"PA"
"z18624"	"d11"	"PA"
"z18625"	"d11"	"PA"
"z18626"	"d10"	"PA"
"z18627"	NA	"PA"
"z18628"	"d10"	"PA"
"z18629"	"d11"	"PA"
"z18630"	["d10","d11"]	"PA"
"z18631"	"d11"	"PA"
"z18632"	"d10"	"PA"
"z18634"	"d11"	"PA"
"z18635"	"d11"	"PA"
"z18636"	"d11"	"PA"
"z18640"	"d17"	"PA"
"z18641"	"d17"	"PA"
"z18642"	"d17"	"PA"
"z18643"	["d11","d17"]	"PA"
"z18644"	["d11","d17"]	"PA"
"z18651"	"d11"	"PA"
"z18653"	"d10"	"PA"
"z18654"	NA	"PA"
"z18655"	"d11"	"PA"
"z18656"	"d11"	"PA"
"z18657"	"d11"	"PA"
"z18660"	"d11"	"PA"
"z18661"	"d11"	"PA"
"z18690"	NA	"PA"
"z18701"	"d17"	"PA"
"z18702"	["d11","d17"]	"PA"
"z18703"	NA	"PA"
"z18704"	["d11","d17"]	"PA"
"z18705"	"d17"	"PA"
"z18706"	["d11","d17"]	"PA"
"z18707"	"d11"	"PA"
"z18708"	"d11"	"PA"
"z18709"	"d11"	"PA"
"z18710"	NA	"PA"
"z18711"	NA	"PA"
"z18762"	NA	"PA"
"z18764"	NA	"PA"
"z18765"	NA	"PA"
"z18766"	NA	"PA"
"z18767"	NA	"PA"
"z18769"	NA	"PA"
"z18773"	NA	"PA"
"z18801"	"d10"	"PA"
"z18810"	"d10"	"PA"
"z18812"	"d10"	"PA"
"z18813"	NA	"PA"
"z18814"	"d10"	"PA"
"z18815"	NA	"PA"
"z18816"	"d10"	"PA"
"z18817"	"d10"	"PA"
"z18818"	"d10"	"PA"
"z18820"	NA	"PA"
"z18821"	"d10"	"PA"
"z18822"	"d10"	"PA"
"z18823"	"d10"	"PA"
"z18824"	"d10"	"PA"
"z18825"	"d10"	"PA"
"z18826"	"d10"	"PA"
"z18827"	NA	"PA"
"z18828"	"d10"	"PA"
"z18829"	"d10"	"PA"
"z18830"	"d10"	"PA"
"z18831"	"d10"	"PA"
"z18832"	"d10"	"PA"
"z18833"	"d10"	"PA"
"z18834"	"d10"	"PA"
"z18837"	"d10"	"PA"
"z18840"	"d10"	"PA"
"z18842"	"d10"	"PA"
"z18843"	"d10"	"PA"
"z18844"	["d10","d11"]	"PA"
"z18845"	"d10"	"PA"
"z18846"	"d10"	"PA"
"z18847"	"d10"	"PA"
"z18848"	"d10"	"PA"
"z18850"	"d10"	"PA"
"z18851"	"d10"	"PA"
"z18853"	"d10"	"PA"
"z18854"	"d10"	"PA"
"z18901"	"d8"	"PA"
"z18902"	"d8"	"PA"
"z18910"	NA	"PA"
"z18911"	NA	"PA"
"z18912"	"d8"	"PA"
"z18913"	"d8"	"PA"
"z18914"	"d8"	"PA"
"z18915"	["d8","d13"]	"PA"
"z18916"	NA	"PA"
"z18917"	"d8"	"PA"
"z18918"	NA	"PA"
"z18920"	"d8"	"PA"
"z18921"	NA	"PA"
"z18922"	NA	"PA"
"z18923"	"d8"	"PA"
"z18924"	NA	"PA"
"z18925"	"d8"	"PA"
"z18926"	NA	"PA"
"z18927"	NA	"PA"
"z18928"	NA	"PA"
"z18929"	"d8"	"PA"
"z18930"	"d8"	"PA"
"z18931"	NA	"PA"
"z18932"	"d8"	"PA"
"z18933"	NA	"PA"
"z18934"	NA	"PA"
"z18935"	"d8"	"PA"
"z18936"	"d13"	"PA"
"z18938"	"d8"	"PA"
"z18940"	"d8"	"PA"
"z18942"	"d8"	"PA"
"z18943"	NA	"PA"
"z18944"	"d8"	"PA"
"z18946"	NA	"PA"
"z18947"	"d8"	"PA"
"z18949"	NA	"PA"
"z18950"	"d8"	"PA"
"z18951"	["d8","d15"]	"PA"
"z18953"	NA	"PA"
"z18954"	"d8"	"PA"
"z18955"	"d8"	"PA"
"z18956"	NA	"PA"
"z18957"	NA	"PA"
"z18958"	NA	"PA"
"z18960"	"d8"	"PA"
"z18962"	"d8"	"PA"
"z18963"	NA	"PA"
"z18964"	["d7","d8"]	"PA"
"z18966"	"d8"	"PA"
"z18968"	NA	"PA"
"z18969"	"d8"	"PA"
"z18970"	"d8"	"PA"
"z18971"	NA	"PA"
"z18972"	"d8"	"PA"
"z18974"	"d8"	"PA"
"z18976"	"d8"	"PA"
"z18977"	"d8"	"PA"
"z18979"	NA	"PA"
"z18980"	"d8"	"PA"
"z18981"	NA	"PA"
"z18991"	NA	"PA"
"z19001"	"d13"	"PA"
"z19002"	["d7","d13"]	"PA"
"z19003"	["d2","d7"]	"PA"
"z19004"	"d2"	"PA"
"z19006"	["d8","d13"]	"PA"
"z19007"	"d8"	"PA"
"z19008"	"d7"	"PA"
"z19009"	"d13"	"PA"
"z19010"	["d2","d7"]	"PA"
"z19012"	"d13"	"PA"
"z19013"	["d1","d7"]	"PA"
"z19014"	["d1","d7"]	"PA"
"z19015"	["d1","d7"]	"PA"
"z19016"	NA	"PA"
"z19017"	"d7"	"PA"
"z19018"	["d1","d7"]	"PA"
"z19019"	NA	"PA"
"z19020"	"d8"	"PA"
"z19021"	"d8"	"PA"
"z19022"	["d1","d7"]	"PA"
"z19023"	"d1"	"PA"
"z19025"	["d7","d13"]	"PA"
"z19026"	"d7"	"PA"
"z19027"	"d13"	"PA"
"z19028"	NA	"PA"
"z19029"	["d1","d7"]	"PA"
"z19030"	"d8"	"PA"
"z19031"	["d7","d13"]	"PA"
"z19032"	"d1"	"PA"
"z19033"	"d7"	"PA"
"z19034"	["d7","d13"]	"PA"
"z19035"	["d2","d13"]	"PA"
"z19036"	["d1","d7"]	"PA"
"z19037"	NA	"PA"
"z19038"	["d7","d13"]	"PA"
"z19039"	NA	"PA"
"z19040"	["d8","d13"]	"PA"
"z19041"	["d2","d7"]	"PA"
"z19043"	"d7"	"PA"
"z19044"	["d7","d13"]	"PA"
"z19046"	"d13"	"PA"
"z19047"	"d8"	"PA"
"z19048"	NA	"PA"
"z19049"	NA	"PA"
"z19050"	["d1","d7"]	"PA"
"z19052"	NA	"PA"
"z19053"	"d8"	"PA"
"z19054"	"d8"	"PA"
"z19055"	"d8"	"PA"
"z19056"	"d8"	"PA"
"z19057"	"d8"	"PA"
"z19058"	NA	"PA"
"z19060"	"d7"	"PA"
"z19061"	"d7"	"PA"
"z19063"	["d1","d7"]	"PA"
"z19064"	["d1","d7"]	"PA"
"z19065"	NA	"PA"
"z19066"	"d2"	"PA"
"z19067"	"d8"	"PA"
"z19070"	"d7"	"PA"
"z19072"	"d2"	"PA"
"z19073"	["d6","d7"]	"PA"
"z19074"	"d7"	"PA"
"z19075"	["d7","d13"]	"PA"
"z19076"	"d7"	"PA"
"z19078"	["d1","d7"]	"PA"
"z19079"	"d1"	"PA"
"z19080"	NA	"PA"
"z19081"	["d1","d7"]	"PA"
"z19082"	["d1","d7"]	"PA"
"z19083"	["d2","d7"]	"PA"
"z19085"	["d2","d7"]	"PA"
"z19086"	"d1"	"PA"
"z19087"	["d6","d7","d13"]	"PA"
"z19088"	NA	"PA"
"z19089"	NA	"PA"
"z19090"	"d13"	"PA"
"z19091"	NA	"PA"
"z19092"	NA	"PA"
"z19093"	NA	"PA"
"z19094"	"d7"	"PA"
"z19095"	"d13"	"PA"
"z19096"	["d2","d7"]	"PA"
"z19098"	NA	"PA"
"z19099"	NA	"PA"
"z19101"	NA	"PA"
"z19102"	["d1","d2"]	"PA"
"z19103"	"d2"	"PA"
"z19104"	"d2"	"PA"
"z19105"	NA	"PA"
"z19106"	"d1"	"PA"
"z19107"	["d1","d2"]	"PA"
"z19108"	NA	"PA"
"z19109"	["d1","d2"]	"PA"
"z19110"	NA	"PA"
"z19111"	"d13"	"PA"
"z19112"	"d1"	"PA"
"z19113"	"d1"	"PA"
"z19114"	["d1","d13"]	"PA"
"z19115"	"d13"	"PA"
"z19116"	"d13"	"PA"
"z19118"	["d2","d13"]	"PA"
"z19119"	"d2"	"PA"
"z19120"	["d2","d13"]	"PA"
"z19121"	"d2"	"PA"
"z19122"	["d1","d2"]	"PA"
"z19123"	"d1"	"PA"
"z19124"	["d1","d13"]	"PA"
"z19125"	"d1"	"PA"
"z19126"	["d2","d13"]	"PA"
"z19127"	"d2"	"PA"
"z19128"	"d2"	"PA"
"z19129"	"d2"	"PA"
"z19130"	["d1","d2"]	"PA"
"z19131"	["d1","d2"]	"PA"
"z19132"	"d2"	"PA"
"z19133"	["d1","d2"]	"PA"
"z19134"	"d1"	"PA"
"z19135"	"d1"	"PA"
"z19136"	["d1","d13"]	"PA"
"z19137"	["d1","d13"]	"PA"
"z19138"	"d2"	"PA"
"z19139"	["d1","d2"]	"PA"
"z19140"	["d1","d2","d13"]	"PA"
"z19141"	"d2"	"PA"
"z19142"	"d1"	"PA"
"z19143"	["d1","d2"]	"PA"
"z19144"	"d2"	"PA"
"z19145"	["d1","d2"]	"PA"
"z19146"	"d2"	"PA"
"z19147"	["d1","d2"]	"PA"
"z19148"	["d1","d2"]	"PA"
"z19149"	["d1","d13"]	"PA"
"z19150"	["d2","d13"]	"PA"
"z19151"	["d1","d2"]	"PA"
"z19152"	"d13"	"PA"
"z19153"	"d1"	"PA"
"z19154"	"d13"	"PA"
"z19155"	NA	"PA"
"z19160"	NA	"PA"
"z19161"	NA	"PA"
"z19162"	NA	"PA"
"z19170"	NA	"PA"
"z19171"	NA	"PA"
"z19172"	NA	"PA"
"z19173"	NA	"PA"
"z19175"	NA	"PA"
"z19176"	NA	"PA"
"z19177"	NA	"PA"
"z19178"	NA	"PA"
"z19179"	NA	"PA"
"z19181"	NA	"PA"
"z19182"	NA	"PA"
"z19183"	NA	"PA"
"z19184"	NA	"PA"
"z19185"	NA	"PA"
"z19187"	NA	"PA"
"z19188"	NA	"PA"
"z19190"	NA	"PA"
"z19191"	NA	"PA"
"z19192"	NA	"PA"
"z19193"	NA	"PA"
"z19194"	NA	"PA"
"z19195"	NA	"PA"
"z19196"	NA	"PA"
"z19197"	NA	"PA"
"z19244"	NA	"PA"
"z19255"	NA	"PA"
"z19301"	"d6"	"PA"
"z19310"	"d7"	"PA"
"z19311"	["d7","d16"]	"PA"
"z19312"	["d6","d7"]	"PA"
"z19316"	"d7"	"PA"
"z19317"	["d7","d16"]	"PA"
"z19318"	NA	"PA"
"z19319"	["d6","d7"]	"PA"
"z19320"	["d7","d16"]	"PA"
"z19330"	["d7","d16"]	"PA"
"z19331"	NA	"PA"
"z19333"	"d6"	"PA"
"z19335"	["d6","d7"]	"PA"
"z19339"	NA	"PA"
"z19340"	NA	"PA"
"z19341"	"d6"	"PA"
"z19342"	["d6","d7"]	"PA"
"z19343"	["d6","d7"]	"PA"
"z19344"	["d7","d16"]	"PA"
"z19345"	"d6"	"PA"
"z19346"	NA	"PA"
"z19347"	NA	"PA"
"z19348"	["d7","d16"]	"PA"
"z19350"	["d7","d16"]	"PA"
"z19351"	NA	"PA"
"z19352"	["d7","d16"]	"PA"
"z19353"	NA	"PA"
"z19354"	NA	"PA"
"z19355"	"d6"	"PA"
"z19357"	NA	"PA"
"z19358"	"d16"	"PA"
"z19360"	NA	"PA"
"z19362"	"d16"	"PA"
"z19363"	["d7","d16"]	"PA"
"z19365"	["d7","d16"]	"PA"
"z19366"	NA	"PA"
"z19367"	"d16"	"PA"
"z19369"	NA	"PA"
"z19371"	NA	"PA"
"z19372"	["d6","d7"]	"PA"
"z19373"	"d7"	"PA"
"z19374"	"d7"	"PA"
"z19375"	"d16"	"PA"
"z19376"	NA	"PA"
"z19380"	["d6","d7"]	"PA"
"z19381"	NA	"PA"
"z19382"	["d6","d7","d16"]	"PA"
"z19383"	"d6"	"PA"
"z19388"	NA	"PA"
"z19390"	["d7","d16"]	"PA"
"z19395"	NA	"PA"
"z19397"	NA	"PA"
"z19398"	NA	"PA"
"z19399"	NA	"PA"
"z19401"	["d7","d13"]	"PA"
"z19403"	["d6","d7","d13"]	"PA"
"z19404"	NA	"PA"
"z19405"	"d13"	"PA"
"z19406"	["d7","d13"]	"PA"
"z19407"	NA	"PA"
"z19408"	NA	"PA"
"z19409"	NA	"PA"
"z19415"	NA	"PA"
"z19420"	NA	"PA"
"z19421"	NA	"PA"
"z19422"	["d7","d13"]	"PA"
"z19423"	NA	"PA"
"z19424"	NA	"PA"
"z19425"	"d6"	"PA"
"z19426"	["d6","d7"]	"PA"
"z19428"	["d2","d7","d13"]	"PA"
"z19429"	NA	"PA"
"z19430"	NA	"PA"
"z19432"	NA	"PA"
"z19435"	"d6"	"PA"
"z19436"	"d13"	"PA"
"z19437"	["d7","d13"]	"PA"
"z19438"	["d7","d8"]	"PA"
"z19440"	["d7","d8"]	"PA"
"z19441"	NA	"PA"
"z19442"	"d6"	"PA"
"z19443"	NA	"PA"
"z19444"	["d7","d13"]	"PA"
"z19446"	["d7","d8","d13"]	"PA"
"z19450"	NA	"PA"
"z19451"	NA	"PA"
"z19453"	"d6"	"PA"
"z19454"	["d7","d13"]	"PA"
"z19455"	NA	"PA"
"z19456"	"d6"	"PA"
"z19457"	"d6"	"PA"
"z19460"	"d6"	"PA"
"z19462"	["d7","d13"]	"PA"
"z19464"	["d6","d7"]	"PA"
"z19465"	["d6","d7"]	"PA"
"z19468"	"d6"	"PA"
"z19470"	NA	"PA"
"z19472"	"d6"	"PA"
"z19473"	["d6","d7","d8"]	"PA"
"z19474"	"d7"	"PA"
"z19475"	"d6"	"PA"
"z19477"	"d7"	"PA"
"z19478"	NA	"PA"
"z19480"	NA	"PA"
"z19481"	NA	"PA"
"z19482"	NA	"PA"
"z19483"	NA	"PA"
"z19484"	NA	"PA"
"z19485"	NA	"PA"
"z19486"	NA	"PA"
"z19487"	NA	"PA"
"z19488"	NA	"PA"
"z19489"	NA	"PA"
"z19490"	NA	"PA"
"z19492"	"d8"	"PA"
"z19493"	NA	"PA"
"z19494"	NA	"PA"
"z19495"	NA	"PA"
"z19496"	NA	"PA"
"z19501"	"d16"	"PA"
"z19503"	"d6"	"PA"
"z19504"	["d6","d8","d15"]	"PA"
"z19505"	["d6","d15"]	"PA"
"z19506"	["d6","d15"]	"PA"
"z19507"	"d15"	"PA"
"z19508"	["d6","d7"]	"PA"
"z19510"	"d6"	"PA"
"z19511"	"d15"	"PA"
"z19512"	["d6","d7"]	"PA"
"z19516"	NA	"PA"
"z19518"	["d6","d7"]	"PA"
"z19519"	"d7"	"PA"
"z19520"	["d6","d7"]	"PA"
"z19522"	["d6","d7"]	"PA"
"z19523"	"d7"	"PA"
"z19525"	"d6"	"PA"
"z19526"	["d6","d15"]	"PA"
"z19529"	"d15"	"PA"
"z19530"	["d6","d15"]	"PA"
"z19533"	["d6","d15"]	"PA"
"z19534"	"d15"	"PA"
"z19535"	["d6","d7"]	"PA"
"z19536"	"d15"	"PA"
"z19538"	"d15"	"PA"
"z19539"	["d6","d15"]	"PA"
"z19540"	["d7","d16"]	"PA"
"z19541"	["d6","d15"]	"PA"
"z19542"	"d7"	"PA"
"z19543"	["d7","d16"]	"PA"
"z19544"	"d15"	"PA"
"z19545"	"d6"	"PA"
"z19547"	["d6","d7"]	"PA"
"z19548"	NA	"PA"
"z19549"	"d17"	"PA"
"z19550"	"d15"	"PA"
"z19551"	["d6","d16"]	"PA"
"z19554"	"d15"	"PA"
"z19555"	["d6","d15"]	"PA"
"z19559"	"d15"	"PA"
"z19560"	["d6","d16"]	"PA"
"z19562"	"d15"	"PA"
"z19564"	"d6"	"PA"
"z19565"	"d6"	"PA"
"z19567"	["d6","d15"]	"PA"
"z19601"	["d6","d16"]	"PA"
"z19602"	["d6","d16"]	"PA"
"z19603"	NA	"PA"
"z19604"	["d6","d16"]	"PA"
"z19605"	["d6","d16"]	"PA"
"z19606"	["d6","d7","d16"]	"PA"
"z19607"	["d6","d7","d16"]	"PA"
"z19608"	["d6","d7","d16"]	"PA"
"z19609"	["d6","d7","d16"]	"PA"
"z19610"	["d6","d16"]	"PA"
"z19611"	"d16"	"PA"
"z19612"	NA	"PA"
"z19640"	NA	"PA"
"z19701"	"d1"	"DE"
"z19702"	"d1"	"DE"
"z19703"	"d1"	"DE"
"z19706"	"d1"	"DE"
"z19707"	"d1"	"DE"
"z19708"	"d1"	"DE"
"z19709"	"d1"	"DE"
"z19710"	"d1"	"DE"
"z19711"	"d1"	"DE"
"z19712"	"d1"	"DE"
"z19713"	"d1"	"DE"
"z19714"	"d1"	"DE"
"z19715"	"d1"	"DE"
"z19716"	"d1"	"DE"
"z19717"	"d1"	"DE"
"z19718"	"d1"	"DE"
"z19720"	"d1"	"DE"
"z19721"	"d1"	"DE"
"z19725"	"d1"	"DE"
"z19726"	"d1"	"DE"
"z19730"	"d1"	"DE"
"z19731"	"d1"	"DE"
"z19732"	"d1"	"DE"
"z19733"	"d1"	"DE"
"z19734"	"d1"	"DE"
"z19735"	"d1"	"DE"
"z19736"	"d1"	"DE"
"z19801"	"d1"	"DE"
"z19802"	"d1"	"DE"
"z19803"	"d1"	"DE"
"z19804"	"d1"	"DE"
"z19805"	"d1"	"DE"
"z19806"	"d1"	"DE"
"z19807"	"d1"	"DE"
"z19808"	"d1"	"DE"
"z19809"	"d1"	"DE"
"z19810"	"d1"	"DE"
"z19850"	"d1"	"DE"
"z19880"	"d1"	"DE"
"z19884"	"d1"	"DE"
"z19885"	"d1"	"DE"
